name,name1,nationality,nationality1,dob,dob1,occupation,occupation1
Griselda Blanco,Griselda Blanco,http://dbpedia.org/resource/Colombians,http://dbpedia.org/resource/Colombians,2/15/1943,2/15/1943,,
Rafic Hariri,Rafic Hariri,http://dbpedia.org/resource/Lebanese_nationality_law,Lebanese and Saudi Arabian,11/1/1944,11/1/1944,,
Rafic Hariri,Rafic Hariri,http://dbpedia.org/resource/Saudi_Arabian_nationality_law,Lebanese and Saudi Arabian,11/1/1944,11/1/1944,,
Imelda Marcos,Imelda Marcos,http://dbpedia.org/resource/Philippines,http://dbpedia.org/resource/Philippines,7/2/1929,7/2/1929,,
Kerry Packer,Kerry Packer,http://dbpedia.org/resource/Australian_nationality_law,http://dbpedia.org/resource/Australian_nationality_law,12/17/1937,12/17/1937,,
Konstantin Kagalovsky,Konstantin Kagalovsky,http://dbpedia.org/resource/Russia,http://dbpedia.org/resource/Russia,10/13/1957,10/13/1957,,
,,http://dbpedia.org/resource/United_States,United States,10/17/1930,10/17/1930,http://dbpedia.org/resource/Marion_Sandler__PersonFunction__1,Businesswoman
,,http://dbpedia.org/resource/Greeks,Greek,1/20/1906,1/20/1906,http://dbpedia.org/resource/Aristotle_Onassis__PersonFunction__1,Shipping tycoon
,,http://dbpedia.org/resource/Greeks,Greek,1/20/1906,1/20/1906,http://dbpedia.org/resource/Aristotle_Onassis__PersonFunction__1,
,,http://dbpedia.org/resource/Greeks,Greek,1/20/1906,1/20/1906,http://dbpedia.org/resource/Aristotle_Onassis__PersonFunction__1,businessman
,,http://dbpedia.org/resource/United_States,American,1/1/1937,1/1/1937,http://dbpedia.org/resource/Bob_McNair__PersonFunction__1,Businessman
,,http://dbpedia.org/resource/Canadians,http://dbpedia.org/resource/Canadians,7/5/1943,7/5/1943,http://dbpedia.org/resource/Chartered_accountant,"accountant, businessman"
,,http://dbpedia.org/resource/Canadians,http://dbpedia.org/resource/Canadians,7/5/1943,7/5/1943,http://dbpedia.org/resource/Brandt_C._Louie__PersonFunction__1,"accountant, businessman"
,,http://dbpedia.org/resource/United_States,http://dbpedia.org/resource/United_States,7/15/1939,7/15/1939,http://dbpedia.org/resource/Wallis_Annenberg__PersonFunction__1,Philanthropist
,,http://dbpedia.org/resource/United_States,http://dbpedia.org/resource/United_States,7/15/1939,7/15/1939,http://dbpedia.org/resource/Wallis_Annenberg__PersonFunction__1,President and Chairman of The Annenberg Foundation
,,http://dbpedia.org/resource/Saudi_Arabia,Saudi,8/4/1955,8/4/1955,http://dbpedia.org/resource/Lubna_Olayan__PersonFunction__1,Business woman
,,http://dbpedia.org/resource/India,Indian,2/4/1977,2/4/1977,http://dbpedia.org/resource/Bajaj_Group,Chairman of Bajaj Group
,,http://dbpedia.org/resource/India,Indian,2/4/1977,2/4/1977,http://dbpedia.org/resource/Kushagra_Bajaj__PersonFunction__1,Chairman of Bajaj Group
Alexander Abramov,Alexander Abramov,,Russian,2/20/1959,2/20/1959,http://dbpedia.org/resource/Alexander_Abramov__PersonFunction__1,Businessman
Américo Amorim,Américo Amorim,,Portuguese,7/21/1934,7/21/1934,http://dbpedia.org/resource/Américo_Amorim__PersonFunction__1,"Heir, investor"
Aras Agalarov,Aras Agalarov,,Azerbaijani,11/8/1955,11/8/1955,http://dbpedia.org/resource/Aras_Agalarov__PersonFunction__1,"Businessman, developer"
Bill Ackman,Bill Ackman,,American,5/11/1966,5/11/1966,http://dbpedia.org/resource/Hedge_fund,Hedge fund manager
Bill Ackman,Bill Ackman,,American,5/11/1966,5/11/1966,http://dbpedia.org/resource/Bill_Ackman__PersonFunction__1,Hedge fund manager
Mukesh Ambani,Mukesh Ambani,,Indian,4/19/1957,4/19/1957,http://dbpedia.org/resource/Reliance_Industries,"Chairman and MD, Reliance Industries"
Mukesh Ambani,Mukesh Ambani,,Indian,4/19/1957,4/19/1957,http://dbpedia.org/resource/Mukesh_Ambani__PersonFunction__1,"Chairman and MD, Reliance Industries"
Rinat Akhmetov,Rinat Akhmetov,,Ukrainian,9/21/1966,9/21/1966,http://dbpedia.org/resource/Rinat_Akhmetov__PersonFunction__1,Businessman
Joe Lewis,Joe Lewis,,British,2/5/1937,2/5/1937,http://dbpedia.org/resource/Joe_Lewis_(British_businessman)__PersonFunction__1,"businessman, entrepreneur"
Petr Kellner,Petr Kellner,,Czech,5/20/1964,5/20/1964,http://dbpedia.org/resource/PPF_(company),"Founder and majority shareholder, PPF Group"
Petr Kellner,Petr Kellner,,Czech,5/20/1964,5/20/1964,http://dbpedia.org/resource/Petr_Kellner__PersonFunction__1,"Founder and majority shareholder, PPF Group"
Guy Laliberté,Guy Laliberté,,Canadian,9/2/1959,9/2/1959,http://dbpedia.org/resource/Guy_Laliberté__PersonFunction__1,Businessman
Jan Kulczyk,Jan Kulczyk,,Polish,6/24/1950,6/24/1950,http://dbpedia.org/resource/Jan_Kulczyk__PersonFunction__1,Businessman
Kjeld Kirk Kristiansen,Kjeld Kirk Kristiansen,,Danish,12/27/1947,12/27/1947,http://dbpedia.org/resource/Businessperson,http://dbpedia.org/resource/Businessperson
Kjeld Kirk Kristiansen,Kjeld Kirk Kristiansen,,Danish,12/27/1947,12/27/1947,http://dbpedia.org/resource/Kjeld_Kirk_Kristiansen__PersonFunction__1,http://dbpedia.org/resource/Businessperson
Klaus-Michael Kühne,Klaus-Michael Kühne,,German,6/2/1937,6/2/1937,http://dbpedia.org/resource/Klaus-Michael_Kühne__PersonFunction__1,Businessman
Spiros J. Latsis,Spiros J. Latsis,,Greek,1/1/1946,1/1/1946,http://dbpedia.org/resource/Spiros_Latsis__PersonFunction__1,Businessman
Yiannis Latsis,Yiannis Latsis,,Greek,9/14/1910,9/14/1910,http://dbpedia.org/resource/Yiannis_Latsis__PersonFunction__1,Businessman
Yiannis Latsis,(Γιάννης Λάτσης),,Greek,9/14/1910,9/14/1910,http://dbpedia.org/resource/Yiannis_Latsis__PersonFunction__1,Businessman
(Γιάννης Λάτσης),Yiannis Latsis,,Greek,9/14/1910,9/14/1910,http://dbpedia.org/resource/Yiannis_Latsis__PersonFunction__1,Businessman
(Γιάννης Λάτσης),(Γιάννης Λάτσης),,Greek,9/14/1910,9/14/1910,http://dbpedia.org/resource/Yiannis_Latsis__PersonFunction__1,Businessman
Gina Rinehart,Gina Rinehart,,Australian,2/9/1954,2/9/1954,http://dbpedia.org/resource/Gina_Rinehart__PersonFunction__1,Mining magnate; company chairwoman
Jim Ratcliffe,Jim Ratcliffe,,British,10/18/1952,10/18/1952,http://dbpedia.org/resource/OGC_Nice,"Chairman and CEO, Ineos"
Jim Ratcliffe,Jim Ratcliffe,,British,10/18/1952,10/18/1952,http://dbpedia.org/resource/Ineos,"Chairman and CEO, Ineos"
Jim Ratcliffe,Jim Ratcliffe,,British,10/18/1952,10/18/1952,http://dbpedia.org/resource/Jim_Ratcliffe__PersonFunction__1,"Chairman and CEO, Ineos"
Jim Ratcliffe,Jim Ratcliffe,,British,10/18/1952,10/18/1952,http://dbpedia.org/resource/OGC_Nice,Owner of OGC Nice
Jim Ratcliffe,Jim Ratcliffe,,British,10/18/1952,10/18/1952,http://dbpedia.org/resource/Ineos,Owner of OGC Nice
Jim Ratcliffe,Jim Ratcliffe,,British,10/18/1952,10/18/1952,http://dbpedia.org/resource/Jim_Ratcliffe__PersonFunction__1,Owner of OGC Nice
Joe Ricketts,Joe Ricketts,,American,7/16/1941,7/16/1941,http://dbpedia.org/resource/Joe_Ricketts__PersonFunction__1,Businessman
Joe Ricketts,Joe Ricketts,,American,7/16/1941,7/16/1941,http://dbpedia.org/resource/Joe_Ricketts__PersonFunction__1,MLB owner/executive
Rafael del Pino,Rafael del Pino,,Spanish,11/10/1920,11/10/1920,http://dbpedia.org/resource/Rafael_del_Pino_(businessman)__PersonFunction__1,http://dbpedia.org/resource/Civil_Engineer
Rafael del Pino,Rafael del Pino,,Spanish,11/10/1920,11/10/1920,http://dbpedia.org/resource/Civil_engineer,http://dbpedia.org/resource/Civil_Engineer
Lily Safra,Lily Safra,,"Brazilian, Monegasque",12/30/1934,12/30/1934,http://dbpedia.org/resource/Lily_Safra__PersonFunction__1,"Socialite, philanthropist"
Lily Safra,Lily Safra,,"Brazilian, Monegasque",12/30/1934,12/30/1934,http://dbpedia.org/resource/Philanthropy,"Socialite, philanthropist"
Lynn Schusterman,Lynn Schusterman,,American,1/21/1939,1/21/1939,http://dbpedia.org/resource/Lynn_Schusterman__PersonFunction__1,"Chairman, Charles and Lynn Schusterman Family Philanthropies"
Lynn Schusterman,Lynn Schusterman,,American,1/21/1939,1/21/1939,http://dbpedia.org/resource/Charles_and_Lynn_Schusterman_Family_Philanthropies,"Chairman, Charles and Lynn Schusterman Family Philanthropies"
Samuel Walton,Samuel Walton,,American,3/29/1918,3/29/1918,http://dbpedia.org/resource/Sam's_Club,Founder of Walmart and Sam's Club
Samuel Walton,Samuel Walton,,American,3/29/1918,3/29/1918,http://dbpedia.org/resource/Entrepreneurship,Founder of Walmart and Sam's Club
Samuel Walton,Samuel Walton,,American,3/29/1918,3/29/1918,http://dbpedia.org/resource/Sam_Walton__PersonFunction__1,Founder of Walmart and Sam's Club
Emilio Botín,Emilio Botín,,Spanish,10/1/1934,10/1/1934,http://dbpedia.org/resource/Emilio_Botín__PersonFunction__1,Banker
Francisco Ivens de Sá Dias Branco,Francisco Ivens de Sá Dias Branco,,Brazilian,8/3/1934,8/3/1934,http://dbpedia.org/resource/Francisco_Ivens_de_Sá_Dias_Branco__PersonFunction__1,Businessman
Freddy Heineken,Freddy Heineken,,Dutch,11/4/1923,11/4/1923,http://dbpedia.org/resource/Board_of_directors,Businessman
Freddy Heineken,Freddy Heineken,,Dutch,11/4/1923,11/4/1923,http://dbpedia.org/resource/Freddy_Heineken__PersonFunction__1,Businessman
Freddy Heineken,Freddy Heineken,,Dutch,11/4/1923,11/4/1923,http://dbpedia.org/resource/Board_of_directors,Corporate director
Freddy Heineken,Freddy Heineken,,Dutch,11/4/1923,11/4/1923,http://dbpedia.org/resource/Freddy_Heineken__PersonFunction__1,Corporate director
Frits Goldschmeding,Frits Goldschmeding,,Dutch,8/2/1933,8/2/1933,http://dbpedia.org/resource/Frits_Goldschmeding__PersonFunction__1,Investor and academic
The Lord Laidlaw,The Lord Laidlaw,,British,12/22/1942,12/22/1942,"http://dbpedia.org/resource/Irvine_Laidlaw,_Baron_Laidlaw__PersonFunction__1",Businessman
Jaime Gilinski Bacal,Jaime Gilinski Bacal,,Colombian,12/14/1957,12/14/1957,http://dbpedia.org/resource/Jaime_Gilinski_Bacal__PersonFunction__1,Banker
Jim Williams,Jim Williams,,American,12/11/1930,12/11/1930,http://dbpedia.org/resource/James_Arthur_Williams__PersonFunction__1,Historic preservationist and antiques dealer
James E. Thompson,James E. Thompson,,United States,1/14/1940,1/14/1940,http://dbpedia.org/resource/James_E._Thompson__PersonFunction__1,Businessman
James E. Thompson,James E. Thompson,,,1/14/1940,1/14/1940,http://dbpedia.org/resource/James_E._Thompson__PersonFunction__1,Businessman
James Goodnight,James Goodnight,,American,1/6/1943,1/6/1943,http://dbpedia.org/resource/James_Goodnight__PersonFunction__1,Businessman and software developer
James K. Irving,James K. Irving,,Canadian,3/20/1928,3/20/1928,http://dbpedia.org/resource/James_K._Irving__PersonFunction__1,Businessman
Jim Pattison,Jim Pattison,,Canadian,10/1/1928,10/1/1928,http://dbpedia.org/resource/Jim_Pattison__PersonFunction__1,Businessman
Ronald Lauder,Ronald Lauder,,United States,2/26/1944,2/26/1944,http://dbpedia.org/resource/Estée_Lauder_Companies,Chairman Emeritus of Estée Lauder Companies
Marc Ladreit de Lacharrière,Marc Ladreit de Lacharrière,,French,11/6/1940,11/6/1940,http://dbpedia.org/resource/Marc_Ladreit_de_Lacharrière__PersonFunction__1,Businessman
Marc B Nathanson,Marc B Nathanson,,American,5/12/1945,5/12/1945,http://dbpedia.org/resource/Marc_Nathanson__PersonFunction__1,Business executive
Marc Rowan,Marc Rowan,,American,8/19/1962,8/19/1962,http://dbpedia.org/resource/Marc_Rowan__PersonFunction__1,"Investor, philanthropist"
Marcel Herrmann Telles,Marcel Herrmann Telles,,Brazilian,2/23/1950,2/23/1950,http://dbpedia.org/resource/Marcel_Herrmann_Telles__PersonFunction__1,Businessman
Mario Joseph Gabelli,Mario Joseph Gabelli,,United States,6/19/1942,6/19/1942,http://dbpedia.org/resource/Chief_executive_officer,"Founder, Chairman, and CEO of Gabelli Asset Management Company Investors"
Mario Joseph Gabelli,Mario Joseph Gabelli,,United States,6/19/1942,6/19/1942,http://dbpedia.org/resource/Mario_Gabelli__PersonFunction__1,"Founder, Chairman, and CEO of Gabelli Asset Management Company Investors"
Mark Shuttleworth,Mark Shuttleworth,,South African-British,9/18/1973,9/18/1973,http://dbpedia.org/resource/Mark_Shuttleworth__PersonFunction__1,Entrepreneur
Patrick Soon-Shiong,Patrick Soon-Shiong,,American,7/29/1952,7/29/1952,http://dbpedia.org/resource/Transplant_surgeon,Scientist
Patrick Soon-Shiong,Patrick Soon-Shiong,,American,7/29/1952,7/29/1952,http://dbpedia.org/resource/Patrick_Soon-Shiong__PersonFunction__1,Scientist
Patrick Soon-Shiong,Patrick Soon-Shiong,,American,7/29/1952,7/29/1952,http://dbpedia.org/resource/Transplant_surgeon,
Patrick Soon-Shiong,Patrick Soon-Shiong,,American,7/29/1952,7/29/1952,http://dbpedia.org/resource/Patrick_Soon-Shiong__PersonFunction__1,
Patrick Soon-Shiong,Patrick Soon-Shiong,,American,7/29/1952,7/29/1952,http://dbpedia.org/resource/Transplant_surgeon,Inventor
Patrick Soon-Shiong,Patrick Soon-Shiong,,American,7/29/1952,7/29/1952,http://dbpedia.org/resource/Patrick_Soon-Shiong__PersonFunction__1,Inventor
Patrick Soon-Shiong,Patrick Soon-Shiong,,American,7/29/1952,7/29/1952,http://dbpedia.org/resource/Transplant_surgeon,Transplant surgeon
Patrick Soon-Shiong,Patrick Soon-Shiong,,American,7/29/1952,7/29/1952,http://dbpedia.org/resource/Patrick_Soon-Shiong__PersonFunction__1,Transplant surgeon
Patrick Soon-Shiong,Patrick Soon-Shiong,,American,7/29/1952,7/29/1952,http://dbpedia.org/resource/Transplant_surgeon,Medical entrepreneur
Patrick Soon-Shiong,Patrick Soon-Shiong,,American,7/29/1952,7/29/1952,http://dbpedia.org/resource/Patrick_Soon-Shiong__PersonFunction__1,Medical entrepreneur
Patrick Soon-Shiong,Patrick Soon-Shiong,,South African,7/29/1952,7/29/1952,http://dbpedia.org/resource/Transplant_surgeon,Scientist
Patrick Soon-Shiong,Patrick Soon-Shiong,,South African,7/29/1952,7/29/1952,http://dbpedia.org/resource/Patrick_Soon-Shiong__PersonFunction__1,Scientist
Patrick Soon-Shiong,Patrick Soon-Shiong,,South African,7/29/1952,7/29/1952,http://dbpedia.org/resource/Transplant_surgeon,
Patrick Soon-Shiong,Patrick Soon-Shiong,,South African,7/29/1952,7/29/1952,http://dbpedia.org/resource/Patrick_Soon-Shiong__PersonFunction__1,
Patrick Soon-Shiong,Patrick Soon-Shiong,,South African,7/29/1952,7/29/1952,http://dbpedia.org/resource/Transplant_surgeon,Inventor
Patrick Soon-Shiong,Patrick Soon-Shiong,,South African,7/29/1952,7/29/1952,http://dbpedia.org/resource/Patrick_Soon-Shiong__PersonFunction__1,Inventor
Patrick Soon-Shiong,Patrick Soon-Shiong,,South African,7/29/1952,7/29/1952,http://dbpedia.org/resource/Transplant_surgeon,Transplant surgeon
Patrick Soon-Shiong,Patrick Soon-Shiong,,South African,7/29/1952,7/29/1952,http://dbpedia.org/resource/Patrick_Soon-Shiong__PersonFunction__1,Transplant surgeon
Patrick Soon-Shiong,Patrick Soon-Shiong,,South African,7/29/1952,7/29/1952,http://dbpedia.org/resource/Transplant_surgeon,Medical entrepreneur
Patrick Soon-Shiong,Patrick Soon-Shiong,,South African,7/29/1952,7/29/1952,http://dbpedia.org/resource/Patrick_Soon-Shiong__PersonFunction__1,Medical entrepreneur
Pedro Moreira Salles,Pedro Moreira Salles,,Brazilian,10/20/1959,10/20/1959,http://dbpedia.org/resource/Pedro_Moreira_Salles__PersonFunction__1,Businessman & Banker
Petter Anker Stordalen,Petter Anker Stordalen,,Norwegian,11/29/1962,11/29/1962,http://dbpedia.org/resource/Petter_Stordalen__PersonFunction__1,Businessman
Martin Schlaff,Martin Schlaff,,Austrian,8/6/1953,8/6/1953,http://dbpedia.org/resource/Martin_Schlaff__PersonFunction__1,Businessman
Azim Premji,Azim Premji,,Indian,7/24/1945,7/24/1945,http://dbpedia.org/resource/Azim_Premji__PersonFunction__1,Founder chairman of Wipro
Azim Premji,Azim Premji,,Indian,7/24/1945,7/24/1945,http://dbpedia.org/resource/Wipro,Founder chairman of Wipro
Theodore Angelopoulos,Theodore Angelopoulos,,Greek,3/17/1943,3/17/1943,http://dbpedia.org/resource/Theodore_Angelopoulos__PersonFunction__1,steel and  shipping businessman
Bernard Lewis,Bernard Lewis,,British,2/10/1926,2/10/1926,http://dbpedia.org/resource/Bernard_Lewis_(entrepreneur)__PersonFunction__1,"Founder and owner, River Island"
Bernard Lewis,Bernard Lewis,,British,2/10/1926,2/10/1926,http://dbpedia.org/resource/River_Island,"Founder and owner, River Island"
Bertil Hult,Bertil Hult,,Swedish,2/10/1941,2/10/1941,http://dbpedia.org/resource/Bertil_Hult__PersonFunction__1,Businessman
David Bonderman,David Bonderman,,American,11/27/1942,11/27/1942,http://dbpedia.org/resource/Seattle_Kraken,Co-founder of Texas Pacific Group
David Bonderman,David Bonderman,,American,11/27/1942,11/27/1942,http://dbpedia.org/resource/Boston_Celtics,Co-founder of Texas Pacific Group
David Bonderman,David Bonderman,,American,11/27/1942,11/27/1942,http://dbpedia.org/resource/TPG_Capital,Co-founder of Texas Pacific Group
David Bonderman,David Bonderman,,American,11/27/1942,11/27/1942,http://dbpedia.org/resource/David_Bonderman__PersonFunction__1,Co-founder of Texas Pacific Group
David Bonderman,David Bonderman,,American,11/27/1942,11/27/1942,http://dbpedia.org/resource/Seattle_Kraken,Co-founder/co-majority owner of the Seattle Kraken
David Bonderman,David Bonderman,,American,11/27/1942,11/27/1942,http://dbpedia.org/resource/Boston_Celtics,Co-founder/co-majority owner of the Seattle Kraken
David Bonderman,David Bonderman,,American,11/27/1942,11/27/1942,http://dbpedia.org/resource/TPG_Capital,Co-founder/co-majority owner of the Seattle Kraken
David Bonderman,David Bonderman,,American,11/27/1942,11/27/1942,http://dbpedia.org/resource/David_Bonderman__PersonFunction__1,Co-founder/co-majority owner of the Seattle Kraken
David Bonderman,David Bonderman,,American,11/27/1942,11/27/1942,http://dbpedia.org/resource/Seattle_Kraken,Part owner of the Boston Celtics
David Bonderman,David Bonderman,,American,11/27/1942,11/27/1942,http://dbpedia.org/resource/Boston_Celtics,Part owner of the Boston Celtics
David Bonderman,David Bonderman,,American,11/27/1942,11/27/1942,http://dbpedia.org/resource/TPG_Capital,Part owner of the Boston Celtics
David Bonderman,David Bonderman,,American,11/27/1942,11/27/1942,http://dbpedia.org/resource/David_Bonderman__PersonFunction__1,Part owner of the Boston Celtics
Eike Batista,Eike Batista,,"Brazilian, German",11/3/1956,11/3/1956,http://dbpedia.org/resource/Chief_executive_officer,former CEO of EBX Group
Eike Batista,Eike Batista,,"Brazilian, German",11/3/1956,11/3/1956,http://dbpedia.org/resource/Eike_Batista__PersonFunction__1,former CEO of EBX Group
Ilan Ben-Dov,Ilan Ben-Dov,,Israel,1/16/1957,1/16/1957,http://dbpedia.org/resource/Ilan_Ben-Dov__PersonFunction__1,businessman
Isaac Perlmutter,Isaac Perlmutter,,American,12/1/1942,12/1/1942,http://dbpedia.org/resource/Marvel_Entertainment,"EX-Chairman, Marvel Entertainment"
Isaac Perlmutter,Isaac Perlmutter,,American,12/1/1942,12/1/1942,http://dbpedia.org/resource/Isaac_Perlmutter__PersonFunction__1,"EX-Chairman, Marvel Entertainment"
Isaac Perlmutter,Isaac Perlmutter,,Israeli,12/1/1942,12/1/1942,http://dbpedia.org/resource/Marvel_Entertainment,"EX-Chairman, Marvel Entertainment"
Isaac Perlmutter,Isaac Perlmutter,,Israeli,12/1/1942,12/1/1942,http://dbpedia.org/resource/Isaac_Perlmutter__PersonFunction__1,"EX-Chairman, Marvel Entertainment"
Stefan Quandt,Stefan Quandt,,German,5/9/1966,5/9/1966,http://dbpedia.org/resource/Stefan_Quandt__PersonFunction__1,Businessman
Stefan Persson,Stefan Persson,,Swedish,10/4/1947,10/4/1947,http://dbpedia.org/resource/Business_magnate,http://dbpedia.org/resource/Business_magnate
Stefan Persson,Stefan Persson,,Swedish,10/4/1947,10/4/1947,http://dbpedia.org/resource/Stefan_Persson_(magnate)__PersonFunction__1,http://dbpedia.org/resource/Business_magnate
Sunil Bharti Mittal,Sunil Bharti Mittal,,Indian,10/23/1957,10/23/1957,http://dbpedia.org/resource/Bharti_Enterprises,Founder & chairman Bharti Enterprises
Sunil Bharti Mittal,Sunil Bharti Mittal,,Indian,10/23/1957,10/23/1957,http://dbpedia.org/resource/Sunil_Mittal__PersonFunction__1,Founder & chairman Bharti Enterprises
Tadashi Yanai,Tadashi Yanai,,Japanese,2/7/1949,2/7/1949,http://dbpedia.org/resource/Tadashi_Yanai__PersonFunction__1,Businessman
Sir Terry Matthews,Sir Terry Matthews,,,6/6/1943,6/6/1943,http://dbpedia.org/resource/Terry_Matthews,Chairman of Wesley Clover
Sir Terry Matthews,Sir Terry Matthews,,,6/6/1943,6/6/1943,http://dbpedia.org/resource/Terry_Matthews__PersonFunction__1,Chairman of Wesley Clover
Sir Terry Matthews,Sir Terry Matthews,,Welsh,6/6/1943,6/6/1943,http://dbpedia.org/resource/Terry_Matthews,Chairman of Wesley Clover
Sir Terry Matthews,Sir Terry Matthews,,Welsh,6/6/1943,6/6/1943,http://dbpedia.org/resource/Terry_Matthews__PersonFunction__1,Chairman of Wesley Clover
Sir Terry Matthews,Sir Terry Matthews,,Canadian,6/6/1943,6/6/1943,http://dbpedia.org/resource/Terry_Matthews,Chairman of Wesley Clover
Sir Terry Matthews,Sir Terry Matthews,,Canadian,6/6/1943,6/6/1943,http://dbpedia.org/resource/Terry_Matthews__PersonFunction__1,Chairman of Wesley Clover
Marc Lasry,Marc Lasry,,American,9/23/1959,9/23/1959,http://dbpedia.org/resource/Private_equity,http://dbpedia.org/resource/Private_equity
Marc Lasry,Marc Lasry,,American,9/23/1959,9/23/1959,http://dbpedia.org/resource/Hedge_fund,http://dbpedia.org/resource/Private_equity
Marc Lasry,Marc Lasry,,American,9/23/1959,9/23/1959,http://dbpedia.org/resource/Marc_Lasry__PersonFunction__1,http://dbpedia.org/resource/Private_equity
Marc Lasry,Marc Lasry,,American,9/23/1959,9/23/1959,http://dbpedia.org/resource/Private_equity,http://dbpedia.org/resource/Hedge_fund
Marc Lasry,Marc Lasry,,American,9/23/1959,9/23/1959,http://dbpedia.org/resource/Hedge_fund,http://dbpedia.org/resource/Hedge_fund
Marc Lasry,Marc Lasry,,American,9/23/1959,9/23/1959,http://dbpedia.org/resource/Marc_Lasry__PersonFunction__1,http://dbpedia.org/resource/Hedge_fund
Mikhail Khodorkovsky,Mikhail Khodorkovsky,,Russian,6/26/1963,6/26/1963,http://dbpedia.org/resource/Mikhail_Khodorkovsky__PersonFunction__1,http://dbpedia.org/resource/Ministry_of_Energy_(Russia)
Mikhail Khodorkovsky,Mikhail Khodorkovsky,,Russian,6/26/1963,6/26/1963,http://dbpedia.org/resource/Ministry_of_Energy_(Russia),http://dbpedia.org/resource/Ministry_of_Energy_(Russia)
Mikhail Khodorkovsky,Mikhail Khodorkovsky,,Russian,6/26/1963,6/26/1963,http://dbpedia.org/resource/Bank_Menatep,http://dbpedia.org/resource/Ministry_of_Energy_(Russia)
Mikhail Khodorkovsky,Mikhail Khodorkovsky,,Russian,6/26/1963,6/26/1963,http://dbpedia.org/resource/Yukos,http://dbpedia.org/resource/Ministry_of_Energy_(Russia)
Mikhail Khodorkovsky,Mikhail Khodorkovsky,,Russian,6/26/1963,6/26/1963,http://dbpedia.org/resource/Open_Russia,http://dbpedia.org/resource/Ministry_of_Energy_(Russia)
Mikhail Khodorkovsky,Mikhail Khodorkovsky,,Russian,6/26/1963,6/26/1963,http://dbpedia.org/resource/The_New_Times_(magazine),http://dbpedia.org/resource/Ministry_of_Energy_(Russia)
Mikhail Khodorkovsky,Mikhail Khodorkovsky,,Russian,6/26/1963,6/26/1963,http://dbpedia.org/resource/Mikhail_Khodorkovsky__PersonFunction__1,Chairman & CEO of Yukos
Mikhail Khodorkovsky,Mikhail Khodorkovsky,,Russian,6/26/1963,6/26/1963,http://dbpedia.org/resource/Ministry_of_Energy_(Russia),Chairman & CEO of Yukos
Mikhail Khodorkovsky,Mikhail Khodorkovsky,,Russian,6/26/1963,6/26/1963,http://dbpedia.org/resource/Bank_Menatep,Chairman & CEO of Yukos
Mikhail Khodorkovsky,Mikhail Khodorkovsky,,Russian,6/26/1963,6/26/1963,http://dbpedia.org/resource/Yukos,Chairman & CEO of Yukos
Mikhail Khodorkovsky,Mikhail Khodorkovsky,,Russian,6/26/1963,6/26/1963,http://dbpedia.org/resource/Open_Russia,Chairman & CEO of Yukos
Mikhail Khodorkovsky,Mikhail Khodorkovsky,,Russian,6/26/1963,6/26/1963,http://dbpedia.org/resource/The_New_Times_(magazine),Chairman & CEO of Yukos
Mikhail Khodorkovsky,Mikhail Khodorkovsky,,Russian,6/26/1963,6/26/1963,http://dbpedia.org/resource/Mikhail_Khodorkovsky__PersonFunction__1,Founder of Open Russia
Mikhail Khodorkovsky,Mikhail Khodorkovsky,,Russian,6/26/1963,6/26/1963,http://dbpedia.org/resource/Ministry_of_Energy_(Russia),Founder of Open Russia
Mikhail Khodorkovsky,Mikhail Khodorkovsky,,Russian,6/26/1963,6/26/1963,http://dbpedia.org/resource/Bank_Menatep,Founder of Open Russia
Mikhail Khodorkovsky,Mikhail Khodorkovsky,,Russian,6/26/1963,6/26/1963,http://dbpedia.org/resource/Yukos,Founder of Open Russia
Mikhail Khodorkovsky,Mikhail Khodorkovsky,,Russian,6/26/1963,6/26/1963,http://dbpedia.org/resource/Open_Russia,Founder of Open Russia
Mikhail Khodorkovsky,Mikhail Khodorkovsky,,Russian,6/26/1963,6/26/1963,http://dbpedia.org/resource/The_New_Times_(magazine),Founder of Open Russia
Mikhail Khodorkovsky,Mikhail Khodorkovsky,,Russian,6/26/1963,6/26/1963,http://dbpedia.org/resource/Mikhail_Khodorkovsky__PersonFunction__1,Head of Group Menatep
Mikhail Khodorkovsky,Mikhail Khodorkovsky,,Russian,6/26/1963,6/26/1963,http://dbpedia.org/resource/Ministry_of_Energy_(Russia),Head of Group Menatep
Mikhail Khodorkovsky,Mikhail Khodorkovsky,,Russian,6/26/1963,6/26/1963,http://dbpedia.org/resource/Bank_Menatep,Head of Group Menatep
Mikhail Khodorkovsky,Mikhail Khodorkovsky,,Russian,6/26/1963,6/26/1963,http://dbpedia.org/resource/Yukos,Head of Group Menatep
Mikhail Khodorkovsky,Mikhail Khodorkovsky,,Russian,6/26/1963,6/26/1963,http://dbpedia.org/resource/Open_Russia,Head of Group Menatep
Mikhail Khodorkovsky,Mikhail Khodorkovsky,,Russian,6/26/1963,6/26/1963,http://dbpedia.org/resource/The_New_Times_(magazine),Head of Group Menatep
Mikhail Khodorkovsky,Mikhail Khodorkovsky,,Russian,6/26/1963,6/26/1963,http://dbpedia.org/resource/Mikhail_Khodorkovsky__PersonFunction__1,The New Times Columnist
Mikhail Khodorkovsky,Mikhail Khodorkovsky,,Russian,6/26/1963,6/26/1963,http://dbpedia.org/resource/Ministry_of_Energy_(Russia),The New Times Columnist
